ID,Exercise,Calories Burn,Dream Weight,Actual Weight,Age,Gender,Duration,Heart Rate,BMI,Weather Conditions,Exercise Intensity
11342,Exercise 2,236.56021475495203,93.72764019271219,84.50503520998288,42.0,Male,,164.0,54.97666662628946,Sunny,5.0
11343,Exercise 9,214.141869331308,85.35277468825532,70.1446800018397,,Female,33.0,177.0,48.16993511942269,Sunny,8.0
11344,Exercise 1,244.24935888179314,84.55087060416031,73.42231813735657,34.0,Male,23.0,187.0,33.73801106655088,Rainy,
11345,Exercise 2,222.1822862966542,91.21634699102958,74.97278111105888,,,41.0,157.0,50.15375699388159,Rainy,3.0
11346,Exercise 8,282.91335081539296,84.61660030102735,77.49130944883815,57.0,,50.0,185.0,30.79201336676309,Rainy,
11347,Exercise 9,245.19962633693405,87.79227634971832,74.61289461965127,45.0,Male,,190.0,41.596762961155804,Cloudy,2.0
11348,Exercise 3,,92.05451852173607,,55.0,Female,40.0,185.0,,Sunny,2.0
11349,Exercise 4,296.1351292952798,91.4779009768458,,,Female,20.0,143.0,,Rainy,1.0
11350,Exercise 4,224.94882844906385,89.72884636159299,87.25777674519271,48.0,Female,29.0,156.0,34.156948107614355,Sunny,3.0
11351,Exercise 8,233.42718010601848,,71.09131234202987,46.0,,18.0,170.0,,Cloudy,8.0
11352,Exercise 7,255.14481545507547,82.04001376507787,86.21544557604005,22.0,,36.0,145.0,46.78427446670356,Cloudy,2.0
11353,Exercise 8,282.9239967579303,80.64492067383101,74.73702172480684,32.0,Female,50.0,161.0,33.64489072057107,Sunny,3.0
11354,Exercise 6,,84.10862246611985,74.81550469350917,58.0,Female,44.0,144.0,38.31743028829973,Cloudy,7.0
11355,Exercise 1,269.2180858385165,84.14693333215173,88.92924424760866,50.0,Female,,160.0,40.72641579980181,Sunny,5.0
11356,Exercise 1,288.7991851097445,80.86939801711992,82.33295356275555,24.0,,42.0,149.0,38.8156992847356,Rainy,
11357,Exercise 3,256.36946541614054,86.25335738904883,73.1659828487731,48.0,Male,55.0,,40.3024832307314,Rainy,1.0
11358,Exercise 10,236.91257359074012,94.17514199594827,81.04640376974315,35.0,Female,42.0,171.0,50.68132626223026,Cloudy,
11359,Exercise 10,221.41792412544353,88.61509107857799,78.02510518989088,50.0,Male,21.0,144.0,,Rainy,6.0
11360,Exercise 4,247.95579973173605,83.71543049993502,80.7538822257506,57.0,Female,49.0,164.0,38.27639115686691,Sunny,7.0
11361,Exercise 5,200.25478936831195,84.7519380310751,70.16148897154817,41.0,,,142.0,31.111627336196968,Sunny,2.0
11362,Exercise 9,200.74177315048053,93.16026934493225,,,Female,40.0,159.0,49.55516712019272,Rainy,3.0
11363,Exercise 5,277.13431240395096,84.72584544041197,,48.0,Female,45.0,159.0,68.58873852396863,Rainy,4.0
11364,Exercise 10,,91.56155889092642,70.95010546636908,36.0,Female,50.0,174.0,,Sunny,7.0
11365,Exercise 4,215.90301848615547,94.38977980304095,77.39444583367077,22.0,Male,36.0,159.0,62.65654515264635,,5.0
11366,Exercise 7,,80.05296069344094,72.59681063250883,23.0,Male,,148.0,49.696024065242725,Cloudy,9.0
11367,Exercise 4,247.12304665223803,97.7236153374023,85.8340452454523,26.0,Male,19.0,188.0,66.3753841674548,Rainy,4.0
11368,Exercise 3,263.92352564083745,91.78642898131832,85.57916317601203,27.0,Male,39.0,,52.39515887716604,Rainy,6.0
11369,Exercise 3,236.40392642541758,91.67663444405356,81.90798138966039,,Female,46.0,174.0,52.90138790224843,Rainy,7.0
11370,Exercise 1,282.16143978041214,97.2518233431878,71.5033061695441,34.0,Female,21.0,,34.78733266522191,Rainy,9.0
11371,Exercise 6,287.1874874886032,88.39995604750314,76.84950946123755,,Male,25.0,188.0,44.794722906010946,Sunny,8.0
11372,Exercise 10,208.0921996923676,98.37293522446976,71.38208875269203,46.0,Male,40.0,142.0,58.120817268609976,Cloudy,8.0
11373,Exercise 4,253.1259678483866,99.67287026052682,89.44701104292413,23.0,Female,,171.0,59.97437170661435,Sunny,8.0
11374,Exercise 9,294.58694272206986,83.37236584006226,78.88069970252296,43.0,Female,,190.0,69.40831150008366,Sunny,1.0
11375,Exercise 5,281.43222259734677,98.12522310977155,87.69326945173155,35.0,Male,37.0,171.0,50.74166870441761,Sunny,
11376,Exercise 3,228.03827261707187,97.67052620226141,81.31148003416985,57.0,Female,39.0,144.0,54.47292450900972,Cloudy,5.0
11377,Exercise 9,247.67233798621376,97.33528273672071,,38.0,Female,53.0,182.0,40.567777235328904,Cloudy,5.0
11378,Exercise 9,294.2302601086589,91.78780998068649,86.19712669863827,37.0,Female,40.0,172.0,35.16005670195477,Sunny,8.0
11379,Exercise 1,228.1086990503417,99.09757140865669,79.95506702547226,58.0,Male,49.0,169.0,54.10397767808471,Rainy,9.0
11380,Exercise 4,,86.45946395784246,80.9960206433542,37.0,Female,57.0,187.0,61.72100540935197,Sunny,10.0
11381,Exercise 1,281.96135175827123,86.53940257445413,84.05377171129443,31.0,Male,20.0,165.0,45.97295675875288,,5.0
11382,Exercise 5,221.76965781489145,98.56932054110665,79.20282397975136,35.0,Male,35.0,148.0,47.645629337956336,Cloudy,9.0
11383,Exercise 6,226.62743725203865,,73.28895723796136,52.0,Female,,166.0,34.80822022489718,Rainy,5.0
11384,Exercise 8,202.11674257657123,85.49396603845102,87.84424508400562,44.0,Female,24.0,172.0,51.82099494235389,Sunny,5.0
11385,Exercise 4,284.16725313231746,88.68540432756708,71.14290880005196,24.0,Male,59.0,146.0,55.453708813042695,Sunny,1.0
11386,Exercise 10,275.8592973447428,84.36173369040871,,22.0,Male,,188.0,31.180741106361097,Sunny,9.0
11387,Exercise 7,245.06241140923152,94.5691587607611,81.74905009638599,60.0,Male,24.0,163.0,50.9647904968395,Rainy,2.0
11388,Exercise 10,267.9129000287993,87.29618964744434,87.41081959014528,27.0,Female,,164.0,,Sunny,8.0
11389,Exercise 10,276.64080628922784,98.06158364459897,76.02282140458287,30.0,Female,22.0,183.0,57.050570437029606,Rainy,7.0
11390,Exercise 6,,,76.88776785639715,,Female,28.0,146.0,50.22722006027487,,1.0
11391,Exercise 5,237.06533273965428,87.87435916431672,73.18262852828325,46.0,Female,,,38.12116406540103,Sunny,2.0
11392,Exercise 8,204.52003350128095,,75.25058974475613,34.0,,40.0,152.0,32.75705698493456,Sunny,10.0
11393,Exercise 5,214.59232658926675,80.70438717312123,85.6838729216201,,,46.0,172.0,58.07026276824925,Sunny,2.0
11394,Exercise 7,208.97142761564658,99.14373665056854,72.88815664513534,40.0,Male,18.0,186.0,63.42852811865293,Cloudy,6.0
11395,Exercise 6,286.1365404587276,81.50773804174264,76.84508298361787,45.0,Female,20.0,170.0,61.096830255107676,Rainy,2.0
11396,Exercise 6,246.86851889910957,,88.12892070119862,25.0,Male,57.0,153.0,45.49941998898517,Sunny,4.0
11397,Exercise 2,,97.7700273022699,74.82742827379124,28.0,Female,54.0,165.0,38.197523391504646,Rainy,4.0
11398,Exercise 3,294.2895492755712,90.83659122728362,75.43321282011571,,Female,27.0,184.0,69.0765730080753,,10.0
11399,Exercise 1,222.5211686406463,96.74912877586074,83.04559609829157,60.0,Male,52.0,165.0,51.226411991408256,Sunny,5.0
11400,Exercise 3,280.2699203279386,,72.84301604771333,20.0,Female,21.0,150.0,55.0460241761499,,10.0
11401,Exercise 9,228.5710763815659,94.12970727244969,77.26845658468625,58.0,Female,,158.0,64.76675149288891,Sunny,7.0
11402,Exercise 3,248.71235421479528,95.47226245442542,87.26109591366091,54.0,Female,44.0,179.0,46.99816595709944,Cloudy,10.0
11403,Exercise 10,249.705320617164,96.59252719155319,77.89681884657851,29.0,Male,,143.0,30.363190575829986,Sunny,9.0
11404,Exercise 3,,97.6031225994358,86.34036516243378,52.0,,42.0,,53.75335109459309,Sunny,2.0
11405,Exercise 7,259.54191753797164,90.2600311539449,70.05249214905331,,Female,47.0,147.0,31.54759319451442,Cloudy,4.0
11406,Exercise 4,273.1846422962469,89.3410262682356,76.16215460422941,59.0,Female,23.0,155.0,,Cloudy,2.0
11407,Exercise 1,215.60049442768172,,76.18452363127336,49.0,Male,40.0,,69.47826183969273,Rainy,8.0
11408,Exercise 3,216.42149461270205,84.31324692696552,78.50534414178125,59.0,Female,19.0,172.0,55.61695824743343,Rainy,1.0
11409,Exercise 10,205.40623415182137,80.2190857707335,86.25560019599567,36.0,Female,54.0,153.0,32.41479780644887,Rainy,3.0
11410,Exercise 7,266.40909989414223,85.41695584466632,83.47449215274199,47.0,Female,,161.0,32.03914540583869,Cloudy,3.0
11411,Exercise 1,227.81618207670903,90.27945544049612,89.31789757738207,50.0,Male,35.0,175.0,32.24548097990274,Rainy,2.0
11412,Exercise 10,289.15281913469875,,83.08276056547429,39.0,Male,56.0,152.0,30.769978550254894,Cloudy,7.0
11413,Exercise 4,222.168054274999,83.477495585527,74.3704933570989,23.0,Male,38.0,174.0,,Rainy,
11414,Exercise 5,213.3230721073133,96.12762279475646,77.53646102501415,,Male,58.0,166.0,61.52352315532723,Rainy,4.0
11415,Exercise 9,251.88470862530858,97.79057825784908,86.55799638156554,54.0,Female,23.0,189.0,66.04506285192883,Cloudy,7.0
11416,Exercise 8,253.5630799108828,97.48437005739727,74.85424461733508,,Female,38.0,,40.77305894349081,Sunny,2.0
11417,Exercise 5,281.19545703884455,95.12092745472972,79.0623681303098,42.0,Female,56.0,156.0,61.45998606715118,Rainy,1.0
11418,Exercise 6,252.71045346375843,,83.8802462292328,57.0,Female,,188.0,42.174458966243904,Cloudy,5.0
11419,Exercise 8,284.3694540647373,81.74286693032732,75.4154469297761,,Male,47.0,146.0,69.62845420433521,Cloudy,
11420,Exercise 8,292.822860874861,96.84290010915214,,43.0,Female,20.0,159.0,49.01696198283346,Cloudy,8.0
11421,Exercise 3,280.4800153389187,83.33071151065194,86.58503469309306,27.0,Male,39.0,160.0,63.271842454524304,Cloudy,7.0
11422,Exercise 4,299.06352731525317,91.90663291931332,70.39263803134735,36.0,Female,58.0,160.0,67.41164095699854,Cloudy,10.0
11423,Exercise 7,227.75144047048445,84.02688199771549,71.12229816404522,22.0,Male,36.0,158.0,43.3208014836311,Rainy,1.0
11424,Exercise 5,215.55595983182823,90.59160059152876,72.05195703705763,58.0,Male,46.0,174.0,60.22517387268625,Sunny,9.0
11425,Exercise 4,291.0429712153502,,71.80126495408089,31.0,Female,40.0,142.0,50.186693700422154,Cloudy,2.0
11426,Exercise 6,247.1936454208912,86.58113239336924,82.11617105561628,31.0,Male,35.0,143.0,33.40895125027542,Rainy,1.0
11427,Exercise 10,229.1901265634309,93.77721127407901,72.98614161586893,53.0,Male,28.0,,58.45567359367388,Sunny,10.0
11428,Exercise 8,210.28131147179658,90.58625609381689,84.58104394501375,59.0,Female,52.0,146.0,61.27970952497667,Sunny,4.0
11429,Exercise 3,217.401381883818,92.42659675499652,89.95569218644056,56.0,Male,47.0,155.0,67.7954939652627,Rainy,3.0
11430,Exercise 7,243.4397911368912,84.09507431654593,78.48693591337596,40.0,Female,32.0,163.0,45.46906108886797,Cloudy,8.0
11431,Exercise 6,257.0311616386241,95.72079464001173,80.36969759623113,,Male,49.0,172.0,57.34961688637907,Sunny,3.0
11432,Exercise 3,221.13246442203484,97.84811986763877,80.49490947691885,55.0,Male,36.0,159.0,58.863096656236095,Cloudy,4.0
11433,Exercise 8,210.77663587706255,80.71133989515101,73.47954663854904,51.0,Male,,175.0,56.55152610189945,Rainy,4.0
11434,Exercise 8,243.07838343251547,80.27882578024332,82.51602183280748,47.0,Male,26.0,187.0,30.46568578874004,,7.0
11435,Exercise 7,244.36315723219832,97.35319581747584,89.19404559657266,60.0,Male,28.0,173.0,31.238006196490815,,1.0
11436,Exercise 7,266.4904730219622,91.28727715994238,,56.0,Female,21.0,141.0,,Rainy,4.0
11437,Exercise 7,,82.13241663723414,,,Male,18.0,154.0,61.90368540525179,Rainy,2.0
11438,Exercise 7,217.03652235632126,84.71341808208624,80.13905267127925,36.0,Female,24.0,,31.755464063196932,Cloudy,4.0
11439,Exercise 3,276.5397222367159,94.78275709472359,75.32967671918973,59.0,Female,29.0,185.0,58.85825808801585,Rainy,6.0
11440,Exercise 3,280.0491251668813,94.85917642345258,89.82785690896428,45.0,,21.0,172.0,56.497556688915225,Cloudy,7.0
11441,Exercise 4,229.65335352962452,88.8302425453366,86.34686907878952,47.0,Male,37.0,172.0,67.1738904382261,Sunny,8.0
11442,Exercise 5,225.24475307855678,88.25372929971917,74.17276258045405,45.0,Male,45.0,183.0,38.75617881535268,Sunny,1.0
11443,Exercise 8,281.7440821698982,95.39337260684741,70.26938435056283,60.0,Male,23.0,179.0,67.84153621248646,Sunny,10.0
11444,Exercise 10,242.84772489471584,89.50023132696423,76.3308283685368,59.0,Female,47.0,163.0,38.654182956909466,Rainy,3.0
11445,Exercise 5,249.15664190031325,91.44874175470432,77.34286557657326,45.0,Male,48.0,162.0,31.955198820950415,Cloudy,4.0
11446,Exercise 1,285.8759917367131,86.4236948035826,89.39467265056122,28.0,Female,29.0,,,Rainy,10.0
11447,Exercise 10,270.2252821217331,85.24071040006714,74.76940296861932,23.0,,33.0,171.0,39.00915735796978,,3.0
11448,Exercise 5,208.54354259137884,88.55949474246621,80.3421129211867,27.0,Female,,158.0,38.1151182196114,Cloudy,4.0
11449,Exercise 10,209.74082599472257,,,,Male,18.0,,59.835425763955655,Rainy,8.0
11450,Exercise 5,,96.74798820769567,86.64317991721943,60.0,Female,30.0,148.0,53.88024567822029,Rainy,3.0
11451,Exercise 9,234.00358120569297,80.64817671683632,78.55806191123168,53.0,Female,,157.0,,Sunny,4.0
11452,Exercise 3,210.97874445390934,84.03378262312683,71.52507951220011,20.0,Female,46.0,187.0,33.83108745322128,Rainy,8.0
11453,Exercise 7,,84.90931569160782,81.03063201298605,29.0,Male,,160.0,67.45232097819942,Sunny,8.0
11454,Exercise 7,,85.08824221454213,83.01161627889938,46.0,Female,21.0,169.0,67.06833422307893,Sunny,6.0
11455,Exercise 6,230.95118016666976,81.57274378108234,77.41886839435293,59.0,Female,27.0,,30.09989253687361,Sunny,2.0
11456,Exercise 8,,91.95023421648322,83.82298300469384,23.0,Male,54.0,167.0,41.846532208413095,Rainy,2.0
11457,Exercise 7,,80.51736761060837,72.18068132149197,,Female,42.0,175.0,36.595431199261725,,2.0
11458,Exercise 7,210.85989664773365,86.32775940387283,73.6647333945364,55.0,Male,21.0,176.0,41.303656264313474,,9.0
11459,Exercise 3,228.84744842579192,97.94767331585285,88.45088970348871,55.0,Male,44.0,179.0,64.69440709168273,,8.0
11460,Exercise 1,,,77.03823739697586,28.0,,22.0,156.0,50.50590082319814,Rainy,9.0
11461,Exercise 5,278.1404476214808,80.36025795029188,79.43883457003224,54.0,Female,46.0,158.0,58.13698602596554,Sunny,9.0
11462,Exercise 3,205.21984639655142,,75.85249567335629,31.0,Female,38.0,170.0,46.53741708630337,,8.0
11463,Exercise 8,235.30829437957277,94.45070585365718,72.78202086962203,,Female,59.0,185.0,58.559017080739586,Sunny,6.0
11464,Exercise 6,203.6877961527742,80.1516127881705,88.34149983866165,23.0,Female,27.0,180.0,41.9883400783918,Rainy,5.0
11465,Exercise 10,270.1058207014744,91.83513589320796,87.7221149819758,28.0,Male,43.0,186.0,36.42608172322859,Rainy,6.0
11466,Exercise 2,230.85551931379808,,84.91646458397578,22.0,Female,42.0,143.0,,Sunny,2.0
11467,Exercise 6,201.06053698600195,85.01699110175389,71.96228343053659,,Female,,183.0,55.999028531847394,Cloudy,8.0
11468,Exercise 8,277.32504707773603,90.82066994487126,79.22800421391146,47.0,Male,48.0,145.0,56.22248322303079,Rainy,5.0
11469,Exercise 5,252.86167426448873,,77.03644005866528,40.0,Female,44.0,,47.85037428693846,Rainy,
11470,Exercise 6,236.5944521272977,94.27914243448313,73.56680685179134,41.0,,49.0,152.0,39.16455662816959,Rainy,1.0
11471,Exercise 3,275.1802742181585,97.48348451067642,89.45312981868257,,Female,33.0,172.0,58.48004760130196,Cloudy,10.0
11472,Exercise 5,284.9927764224543,83.9850482705839,71.70078752026815,38.0,Male,,,51.69682820268896,Cloudy,2.0
11473,Exercise 6,251.28105685648336,86.22719531251126,81.99274158896039,,Female,41.0,185.0,40.69649194488536,Sunny,7.0
11474,Exercise 8,299.4599529874245,89.71894995820207,87.20117207035973,32.0,Male,26.0,172.0,62.34023566254146,Sunny,8.0
11475,Exercise 1,253.945224428021,85.95442484738598,,37.0,Male,52.0,148.0,35.547795000149755,Cloudy,6.0
11476,Exercise 3,279.00565233967944,94.45807902773596,74.11403852272826,33.0,Female,24.0,179.0,,Rainy,3.0
11477,Exercise 1,234.76449539067562,99.2445979769111,78.39658299366653,,Male,,145.0,42.52005881542312,Cloudy,7.0
11478,Exercise 4,274.78879703211584,81.70362998435125,,,Male,33.0,149.0,54.90916679096178,Sunny,2.0
11479,Exercise 8,,82.12582748933684,71.45383319342427,27.0,,59.0,142.0,63.22546794948143,Sunny,3.0
11480,Exercise 1,205.22530120076414,94.20611589611715,78.52135826681123,29.0,Male,30.0,153.0,47.67735761807304,Cloudy,7.0
11481,Exercise 5,256.50523196868386,90.89767907475627,88.03449026873413,33.0,Male,,190.0,32.02334846449205,Cloudy,5.0
11482,Exercise 3,204.24544424586216,90.9209684571994,81.07571205451758,34.0,Male,49.0,173.0,52.06578854654663,Rainy,3.0
11483,Exercise 3,276.60844533269903,92.38530274672871,89.88610603832126,21.0,Female,59.0,155.0,44.70376818660043,Rainy,2.0
11484,Exercise 5,253.68732199385298,88.99030395277269,86.83518809453544,25.0,Male,24.0,168.0,,Cloudy,
11485,Exercise 2,,99.58258150601051,89.21068543683114,45.0,Female,52.0,183.0,55.492164280432974,Rainy,7.0
11486,Exercise 8,,96.84378126942839,70.2779090047999,41.0,Male,,,63.001082994355244,Sunny,4.0
11487,Exercise 9,,97.71317027943172,78.7300114594398,50.0,,49.0,177.0,51.20102694278277,Sunny,5.0
11488,Exercise 9,206.928555106565,87.15015932185739,86.06697582833038,35.0,Female,49.0,177.0,35.27574530469301,Rainy,3.0
11489,Exercise 4,201.6060995411142,,84.44452850384347,44.0,Female,60.0,171.0,63.10886572894042,Cloudy,5.0
11490,Exercise 7,285.432700742985,80.3803104939445,70.95429575690714,21.0,Female,43.0,148.0,,Sunny,8.0
11491,Exercise 7,267.42566813999025,96.82745678348905,73.67417702882848,,,31.0,187.0,31.752300447250104,Rainy,3.0
11492,Exercise 7,221.7514904534842,,74.85222636860912,,Male,37.0,159.0,40.22802520922279,Sunny,9.0
11493,Exercise 4,,98.57089636077035,71.02416490622487,48.0,Female,,,35.48689752807617,Rainy,5.0
11494,Exercise 9,214.18150988818385,,72.48807715425434,25.0,Female,19.0,154.0,46.92767938308856,Rainy,5.0
11495,Exercise 6,234.3982089825729,88.68794437316946,84.45894648828734,51.0,Male,36.0,177.0,69.72141244789579,Sunny,3.0
11496,Exercise 2,210.59801530803793,85.40249593619536,89.27664426224305,30.0,,41.0,183.0,49.3477264702634,Cloudy,8.0
11497,Exercise 7,287.09611975343256,90.02597048159367,88.43967667123096,27.0,Male,33.0,174.0,62.061803013551966,Rainy,8.0
11498,Exercise 9,245.79479600239958,94.93269987264324,77.12231383366898,42.0,Male,59.0,163.0,56.06705387454051,Cloudy,8.0
11499,Exercise 8,,93.12739953119213,,38.0,Female,49.0,176.0,53.53762383284493,Cloudy,7.0
11500,Exercise 1,,97.33098060695485,72.47370756393883,34.0,Male,,185.0,66.9172902582223,Sunny,3.0
11501,Exercise 3,,81.08748257802473,82.70139005154013,27.0,Female,26.0,,42.46563338393927,Rainy,7.0
11502,Exercise 4,258.702173658197,87.39879007321358,78.95743921928714,35.0,Female,,177.0,69.22573128632817,Cloudy,8.0
11503,Exercise 7,258.89108491777654,85.08759768676059,82.10480287898811,20.0,Male,22.0,159.0,38.44766161516864,Rainy,
11504,Exercise 5,211.0022823166528,86.48976450697903,75.1702337175416,44.0,Male,39.0,152.0,54.73982502592385,Sunny,9.0
11505,Exercise 10,210.01426415426064,83.22237384514546,72.21803915295487,24.0,,,168.0,59.326313431268645,Rainy,2.0
11506,Exercise 8,230.19556967648015,89.7865687066676,75.28165224331136,,Female,22.0,153.0,34.21990847569133,Sunny,10.0
11507,Exercise 7,295.33869099695437,,71.79421578067908,25.0,Female,39.0,187.0,49.28477157751276,Rainy,5.0
11508,Exercise 4,263.22382731901325,85.51156075882118,71.63985539617934,33.0,Male,59.0,152.0,30.60689554573044,Sunny,10.0
11509,Exercise 5,273.54211184801005,88.58264788056033,84.0578114837237,23.0,,20.0,140.0,,Sunny,6.0
11510,Exercise 4,229.31792882348125,97.09267148083498,89.93961462479929,51.0,Female,37.0,159.0,62.25414667076986,Sunny,1.0
11511,Exercise 4,,,76.77139346123143,39.0,Female,60.0,155.0,48.56588871331746,Sunny,4.0
11512,Exercise 9,289.3360667450597,99.46815432625094,89.60205705213093,20.0,Male,,178.0,34.9361228405454,Rainy,
11513,Exercise 6,256.59570803455125,96.00203825673933,84.86698597238492,40.0,Female,49.0,188.0,67.0764334083488,Rainy,7.0
11514,Exercise 3,,95.569965698206,74.23371876181574,28.0,Male,47.0,153.0,64.71277766188791,,
11515,Exercise 10,279.1902652746155,97.98576855181116,72.35068217255575,24.0,Female,,185.0,52.374571468318905,Rainy,8.0
11516,Exercise 10,221.70964880939414,85.04571510548901,80.72886333640773,56.0,Female,39.0,,38.710345430492445,Rainy,3.0
11517,Exercise 9,204.19252266664094,90.7884612211881,70.78220066974248,36.0,Female,44.0,141.0,44.04371205810544,Cloudy,2.0
